IPA Target,IPA Actual,error_pattern
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,∅,deletion
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,nan,deletion
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,∅,deletion
k,kʲ,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,∅,deletion
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,k,accurate
k,∅,deletion
k,∅,deletion
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
k,f,substitution
l,l,accurate
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,w,substitution
l,n,substitution
l,w,substitution
l,v,substitution
l,w,substitution
l,n,substitution
l,n,substitution
l,w,substitution
l,w,substitution
l,w,substitution
l,ʊ,substitution
l,ʊ,substitution
l,ʊ,substitution
l,ʊ,substitution
l,ʊ,substitution
l,f,substitution
l,ʊ,substitution
l,f,substitution
l,ʊ,substitution
l,ʊ,substitution
l,w,substitution
l,w,substitution
l,n,substitution
l,ʊ,substitution
l,w,substitution
l,ʊ,substitution
l,ʊ,substitution
l,w,substitution
l,w,substitution
l,w,substitution
l,l,accurate
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,ʊ,substitution
l,w,substitution
l,w̪,substitution
l,ʊ,substitution
l,ʊ,substitution
l,ʊ,substitution
l,n,substitution
l,m,substitution
l,d,substitution
l,d,substitution
l,v,substitution
l,w,substitution
l,v,substitution
l,n,substitution
l,ʊ,substitution
l,ʊ,substitution
l,w,substitution
l,w,substitution
l,w,substitution
l,ʊ,substitution
l,j,substitution
l,w,substitution
l,w,substitution
l,f,substitution
l,f,substitution
l,w,substitution
l,l,accurate
l,l,accurate
l,l,accurate
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,∅,deletion
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,w,substitution
l,l̃,substitution
l,n,substitution
l,lʷ,substitution
l,n,substitution
l,w,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,m,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,w,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,ɾ,substitution
l,n,substitution
l,n,substitution
l,n,substitution
l,n,substitution
